IATI_Identifier,Title,Description,Reporting_Organization,Reporting_Org_Ref,Reporting_Org_Type,Activity_Status,Activity_Status_Code,Start_Date,End_Date,Total_Budget,Default_Currency,Recipient_Country,Recipient_Country_Percentage,Recipient_Region,Sectors,Sector_Codes,Participating_Organizations,Participating_Org_Refs,Participating_Org_Roles,Locations,Contact_Email,Contact_Telephone,Contact_Organization,Contact_Address,Document_Links,Document_Categories,Policy_Markers,Collaboration_Type,Default_Flow_Type,Default_Finance_Type,Default_Aid_Type,Default_Tied_Status,Activity_Scope,Hierarchy,Language,Project_URL
GB-COH-03877777-F326401-01,Liberty Wind Power 2 (PVT) Limited,"CDC's investment is funding the creation of 150 MW of wind farms located in the Jhimpir area of the Sindh province of Pakistan. The project involves three separate schemes of 50 MW each, two developed by Liberty Mills and one by Indus Group.", British International Investment plc,GB-COH-03877777,15,Implementation,2,2019-11-13,,0.0,USD,PK,100.0,,Independent Power and Renewable Electricity Producers,551050,British International Investment plc,GB-COH-03877777,1,,enquiries@bii.co.uk,+44 20 7963 4700,British International Investment plc,"BII plc, 123 Victoria Street, London, SW1E 6DE, United Kingdom",https://www.bii.co.uk/en/our-impact/investment/liberty-wind-power-2-pvt-limited-investment-01/,A12,,6,10,,C01,5,,1,en,https://devtracker.fcdo.gov.uk/projects/GB-COH-03877777-F326401-01/summary
GB-GOV-1-300724-102,Climate Resilient Solutions for Improving Water Governance,"The Water Governance component aims to provide technical support to improve the capacity of water institutions at federal and provincial levels, such as water commissions, water regulatory authorities and irrigation departments, through data-backed water accounting and sectoral allocation. This component is being delivered through the International Water Management Institute (IWMI).","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Implementation,2,2021-11-10,2028-06-30,7996839.0,GBP,PK,100.0,,Environmental policy and administrative management,41010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); International Water Management Institute; International Water Management Institute; International Water Management Institute; International Water Management Institute; International Water Management Institute; International Water Management Institute; International Water Management Institute; International Water Management Institute",GB-GOV-1; GB-GOV-1; Not available; Not available; Not available; Not available; Not available; Not available; Not available,1; 2; 4; 4; 4; 4; 4; 4; 4; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-GOV-1-300724-102/summary
GB-GOV-1-300724-103,Scaling up Nature-based Solutions for Improving Integrated Water Resources Management and Enhanced Water Security in Pakistan,Scaling up Nature-based Solutions for Improving Integrated Water Resources Management and Enhanced Water Security in Pakistan,"UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Implementation,2,2021-11-10,2028-06-30,7528938.0,GBP,PK,100.0,,Environmental policy and administrative management; Disaster prevention and preparedness,41010; 74010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); WWF-UK",GB-GOV-1; GB-GOV-1,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-GOV-1-300724-103/summary
GB-1-203264,Building Disaster Resilience in Pakistan,"The programme aims to build resilience in communities and households in Pakistan to manage the impact of disasters by maintaining or transforming living standards in the face of shocks and stresses without compromising their long-term prospects.

Objectives: Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation: principal objective; Disability: significant objective","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2012-11-07,2020-12-11,0.0,GBP,PK,100.0,,Disaster prevention and preparedness,74010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); Glow Consultants; Foreign, Commonwealth and Development Office; Institute of Social and Policy Sciences; Concern Worldwide; Crown Agents Limited; Integrity Research and Consultancy Ltd; Food and Agriculture Organization of the United Nations (FAO)",GB-GOV-1; GB-GOV-1; 11000; 20000; 22000; GB-COH-03259922; GB-COH-07321996; XM-DAC-41301,1; 2; 4; 4; 4; 4; 4; 4; 4,Ghotki; Kashmore; Rajanpur; Muzaffargarh; Tharparkar; Dera Ismail Khan; Chitral; Jhang; Dadu,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",http://iati.fcdo.gov.uk/iati_documents/56537851.odt; http://iati.fcdo.gov.uk/iati_documents/58723481.odt; http://iati.fcdo.gov.uk/iati_documents/56275066.xlsx; http://iati.fcdo.gov.uk/iati_documents/50063229.odt; http://iati.fcdo.gov.uk/iati_documents/47338048.odt; http://iati.fcdo.gov.uk/iati_documents/47337451.odt; http://iati.fcdo.gov.uk/iati_documents/33535239.odt; http://iati.fcdo.gov.uk/iati_documents/30902716.odt; http://iati.fcdo.gov.uk/iati_documents/5573566.odt; http://iati.fcdo.gov.uk/iati_documents/5515653.odt; http://iati.fcdo.gov.uk/iati_documents/5091271.odt; https://www.contractsfinder.service.gov.uk/Notice/acbc5a14-c06c-45db-bc5e-d8eddc7f199f; https://www.contractsfinder.service.gov.uk/Notice/8de9d62b-8954-4465-a995-e340f2b65cf8; https://www.contractsfinder.service.gov.uk/Notice/524e073d-d42d-484b-856c-1e8d11461436,A09; A01; A07; A08; A02; A08; A07; A08; A09; A09; A07; A08; A07; A08; A01; A02; A03; A04; A05; A07; A08; A07; A08; A11; A11; A11,1; 5; 6; 7; 8; 11,,,,,5,4,1,en,https://devtracker.fcdo.gov.uk/projects/GB-1-203264/summary
GB-1-204024-108,World Bank Trust Fund - Stability and Growth Programme - Internationl Climate Fund[NOT IN USE],"This activity World Bank Trust Fund - Stability and Growth Programme - Internationl Climate Fund[NOT IN USE] is a component of Stability and Growth Programme reported by FCDO with a funding type of 109 - Multilateral organisation and a budget of £681,280. It works in the following sector(s): Environmental policy and administrative management.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2016-05-18,2021-09-30,681280.0,GBP,PK,100.0,,Environmental policy and administrative management,41010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); International Bank for Reconstruction and Development (IBRD)",GB-GOV-1; GB-GOV-1; XM-DAC-44001,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-204024-108/summary
GB-1-204024-109,"Support to Government - National Cash Transfers, Benazir Income Support Programme - Internationl Climate Fund [NOT IN USE]","This activity Support to Government - National Cash Transfers, Benazir Income Support Programme - Internationl Climate Fund [NOT IN USE] is a component of Stability and Growth Programme reported by FCDO with a funding type of 108 - Non-budget support financial aid and a budget of £6,000,000. It works in the following sector(s): Social Protection.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2016-05-18,2021-09-30,6000000.0,GBP,PK,100.0,,Social Protection,16010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); United Nations Children's Fund (UNICEF)",GB-GOV-1; GB-GOV-1; 12000,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-204024-109/summary
GB-1-203029-108,Resilience and Shock Responsiveness [Closed component] ,"This activity Resilience and Shock Responsiveness [Closed component]  is a component of 'Pakistan National Cash Transfers Programme' reported by FCDO with a funding type of 108 - Non-budget support financial aid and a budget of £3,725,000. It works in the following sector(s): Environmental policy and administrative management.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2016-05-18,2023-01-05,3725000.0,GBP,PK,100.0,,Environmental policy and administrative management,41010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); Government of Khyber Pakhtunkhwa",GB-GOV-1; GB-GOV-1; 12000,1; 2; 4,Pakistan,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-203029-108/summary
GB-1-113484-109,Evaluation of Skills Training,"This activity Evaluation of Skills Training is a component of Punjab Economic Opportunities Programme (PEOP) reported by FCDO with a funding type of 111 - Not for profit organisation and a budget of £1,048,914. It works in the following sector(s): Research/scientific institutions, Vocational training, Public sector policy and administrative management, Business policy and administration.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2014-05-14,2018-03-19,1048914.0,GBP,PK,100.0,,Research/scientific institutions; Vocational training; Public sector policy and administrative management; Business policy and administration,43082; 11330; 15110; 25010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); Centre for Economic Research in Pakistan (CERP)",GB-GOV-1; GB-GOV-1,1; 2; 4,Bahawalpur; Lodhran District; Muzaffargarh; Bahawalnagar; Shekhupura; Faisalabad; Sargodha; Chiniot,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-113484-109/summary
GB-COH-03877777-F309901-01,Gulpur Hydropower,"The Gulpur Hydropower plant is one of several World Bank-funded projects located in Pakistan and is part of the Pakistan Government’s least-cost energy generation plan. The plant is being developed by Mira Power, a subsidiary of Korean company KOSEP, and lies on the Poonch River about 170km from Islamabad.", British International Investment plc,GB-COH-03877777,15,Implementation,2,2015-05-13,,0.0,USD,PK,100.0,,Independent Power and Renewable Electricity Producers,551050,British International Investment plc,GB-COH-03877777,1,,enquiries@bii.co.uk,+44 20 7963 4700,British International Investment plc,"BII plc, 123 Victoria Street, London, SW1E 6DE, United Kingdom",https://www.bii.co.uk/en/our-impact/investment/gulpur-hydropower-investment-01/,A12,,6,10,,C01,5,,1,en,https://devtracker.fcdo.gov.uk/projects/GB-COH-03877777-F309901-01/summary
GB-COH-03877777-F309901,Gulpur Hydropower,"Debt investment in the construction, operation and maintenance of a 102 MW hydropower plant, to bring down the cost of power and reduce reliance on thermal power.", British International Investment plc,GB-COH-03877777,15,Implementation,2,2015-05-13,,0.0,USD,PK,,,,23220,CDC Group Plc,GB-COH-03877777,1,,enquiries@cdcgroup.com,?+44 (0)20 7963 4700,CDC Group Plc,"CDC Group plc, 123 Victoria Street, London, SW1E 6DE, United Kingdom",,,,6,10,,C01,5,,1,en,https://devtracker.fcdo.gov.uk/projects/GB-COH-03877777-F309901/summary
GB-GOV-1-300238-101,Support to Primary School Children in BRAC Schools in Sindh,"This activity Support to Primary School Children in BRAC Schools in Sindh is a component of Sindh Education Non-State Actors (SENSA) Programme reported by FCDO with a funding type of 111 - Not for profit organisation and a budget of £2,761,507. It works in the following sector(s): Primary education.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2016-05-11,2022-03-31,2761507.0,GBP,PK,100.0,,Primary education,11220,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); BRAC",GB-GOV-1; GB-GOV-1; BD-NAB-002,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-GOV-1-300238-101/summary
GB-1-202495-113,"Capital Investment in Credit, Equity and Investment deals via Special Purpose Vehicle(Karandaaz Pakistan).","Funds provided to implementing partner, Karandaaz Pakistan on approved equity, credit and wholesale details approved by Karandaaz board of directors and investment committee.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2018-05-09,2025-05-12,54707574.0,GBP,PK,100.0,,Small and medium-sized enterprises (SME) development; Financial policy and administrative management; Business policy and administration,32130; 24010; 25010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); Karandaaz Pakistan",GB-GOV-1; GB-GOV-1,1; 2; 4,Pakistan,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-202495-113/summary
GB-1-203559-160,"R5 British Asian Trust - Economically empowering 1,650 rural women in Bahawalpur District, Pakistan","This activity R5 British Asian Trust - Economically empowering 1,650 rural women in Bahawalpur District, Pakistan is a component of UK Aid Match 2013–2016: giving the public a say in how a portion of the aid budget is spent reported by FCDO with a funding type of 111 - Not for profit organisation and a budget of £1,104,132. It works in the following sector(s): Education and training in water supply and sanitation.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2016-05-04,2022-09-30,1104132.0,GBP,PK,100.0,,Education and training in water supply and sanitation,14081,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); British Asian Trust",GB-GOV-1; GB-GOV-1; GB-CHC-1127366,1; 2; 4,"BANGLADESH; CONGO, THE DEMOCRATIC REPUBLIC OF THE; ETHIOPIA; KENYA; MALAWI; MOZAMBIQUE; MYANMAR; NIGERIA; PAKISTAN; RWANDA; SUDAN (THE); TANZANIA, UNITED REPUBLIC OF; UGANDA; ZAMBIA; ZIMBABWE; SIERRA LEONE; Ghana; liberia; Nepal; South Sudan; Tajikistan; Afghanistan; somalia; yemen; Afghanistan; syria",enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-203559-160/summary
GB-1-204619-110,Strengthening Rule of Law in Pakistan Programme technical support and advice.,"This activity Strengthening Rule of Law in Pakistan Programme technical support and advice. is a component of Strengthening Rule of Law in Pakistan reported by FCDO with a funding type of 104 - Procurement of Services and a budget of £30,000. It works in the following sector(s): Legal and judicial development.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2017-05-03,2022-12-28,30000.0,GBP,PK,100.0,,Legal and judicial development,15130,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1; GB-GOV-1,1; 2,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-204619-110/summary
GB-GOV-26-ISPF-IUK-2BC54TT-QEVK3CS-RGAULLM,Improving access to sustainable energy in rural Pakistan using food and fiber agro-waste as a renewable fuel (SAFER),"Our project, ""Improving access to sustainable energy in rural Pakistan using food and fiber agro-waste as a renewable fuel (SAFER),"" is a bold initiative aimed at tackling the dire lack of electricity in rural areas of Pakistan especially for off-grid communities. It harnesses the immense potential of agro-waste generated from fiber production to create a sustainable and accessible source of energy. Despite Pakistan's abundant renewable energy resources, more than 50% of people in rural areas still live without electricity, heavily reliant on energy imports and fossil fuels. With only 7% of energy generation coming from renewables, there exists a significant deficit in meeting the country's energy needs.

Our innovative approach combines two cutting-edge technologies to establish a true sandpit technology, forging a circular model based on food, fiber, and energy while generating zero waste.

SAFER leverages NTU Pakistan's indigenous technology, which efficiently produces high-quality textile fibers using agro-waste from bananas. Remarkably, the fiber production process generates a second round of agro-waste, allowing us to maximize resource utilisation.
SAFER utilises ERL UK's Patent-pending and advanced thermo-chemical conversion technologies to deploy sustainable and clean energy solutions in remote areas of Pakistan. By converting agro-waste into renewable fuel, our project offers affordable and accessible energy to local industries and communities, alleviating the burden on Pakistan's overstretched energy sector. Through gasification technology, we harness the power of agro-waste to generate syngas, which are then used to produce electricity.
Beyond energy production, SAFER also targets the improvement of Pakistan's textile sector, a vital industry that serves as the country's largest exporter and employs millions of individuals. In SAFER, we utilize agro-waste, such as banana peels, to manufacture high-quality textile fibers, biochar/biofertilisers, and electricity. This not only creates value-added commodities but also facilitates effective waste management. Our approach curbs the industry's environmental footprint while mitigating the adverse effects of declining cotton production caused by environmental changes.

To ensure the commercial viability of our solution and effectively address Pakistan's energy crisis, we adopt a holistic approach to integrate systems (Food, Fiber, fertiliser, Energy) and ensure compatibility with multiple market routes and technical solutions. With SAFER, we envision a brighter future for rural Pakistan, where access to sustainable energy becomes a reality through the transformation of agro-waste into value-added products. Through these efforts, we empower local communities, contribute to Pakistan's sustainable development, and pave the way toward a brighter and more prosperous future for all.

Objectives: Our project, ""Improving access to sustainable energy in rural Pakistan using food and fiber agro-waste as a renewable fuel (SAFER),"" is a bold initiative aimed at tackling the dire lack of electricity in rural areas of Pakistan especially for off-grid communities. It harnesses the immense potential of agro-waste generated from fiber production to create a sustainable and accessible source of energy. Despite Pakistan's abundant renewable energy resources, more than 50% of people in rural areas still live without electricity, heavily reliant on energy imports and fossil fuels. With only 7% of energy generation coming from renewables, there exists a significant deficit in meeting the country's energy needs.

Our innovative approach combines two cutting-edge technologies to establish a true sandpit technology, forging a circular model based on food, fiber, and energy while generating zero waste.

SAFER leverages NTU Pakistan's indigenous technology, which efficiently produces high-quality textile fibers using agro-waste from bananas. Remarkably, the fiber production process generates a second round of agro-waste, allowing us to maximize resource utilisation.
SAFER utilises ERL UK's Patent-pending and advanced thermo-chemical conversion technologies to deploy sustainable and clean energy solutions in remote areas of Pakistan. By converting agro-waste into renewable fuel, our project offers affordable and accessible energy to local industries and communities, alleviating the burden on Pakistan's overstretched energy sector. Through gasification technology, we harness the power of agro-waste to generate syngas, which are then used to produce electricity.
Beyond energy production, SAFER also targets the improvement of Pakistan's textile sector, a vital industry that serves as the country's largest exporter and employs millions of individuals. In SAFER, we utilize agro-waste, such as banana peels, to manufacture high-quality textile fibers, biochar/biofertilisers, and electricity. This not only creates value-added commodities but also facilitates effective waste management. Our approach curbs the industry's environmental footprint while mitigating the adverse effects of declining cotton production caused by environmental changes.

To ensure the commercial viability of our solution and effectively address Pakistan's energy crisis, we adopt a holistic approach to integrate systems (Food, Fiber, fertiliser, Energy) and ensure compatibility with multiple market routes and technical solutions. With SAFER, we envision a brighter future for rural Pakistan, where access to sustainable energy becomes a reality through the transformation of agro-waste into value-added products. Through these efforts, we empower local communities, contribute to Pakistan's sustainable development, and pave the way toward a brighter and more prosperous future for all.","DEPARTMENT FOR SCIENCE, INNOVATION AND TECHNOLOGY",GB-GOV-26,10,Implementation,2,2024-05-01,2025-04-30,280247.64,GBP,PK,100.0,,,23210,"DEPARTMENT FOR SCIENCE, INNOVATION AND TECHNOLOGY; INNOVATE UK; INNOVATE UK; NORTHUMBRIA UNIVERSITY",GB-GOV-26; GB-GOV-32; GB-GOV-32; GB-UKPRN-10001282,1; 2; 3; 4,,enquiries@odamanagement.org,,"DEPARTMENT FOR SCIENCE, INNOVATION AND TECHNOLOGY","Department for Science, Innovation and Technology, 22-26 Whitehall, London, SW1A 2EG",,,1; 5; 6; 7; 8; 10; 11; 12,1,10,110,D02,5,4,1,en,https://devtracker.fcdo.gov.uk/projects/GB-GOV-26-ISPF-IUK-2BC54TT-QEVK3CS-RGAULLM/summary
GB-GOV-26-OODA-EPSRC-CAV8A74-D8KAD5F-QQUFZSX,NeuReader: Eye Tracking Enabled Explainable-AI for Empowering Resource Scarce Neurological Healthcare in Pakistan,"Neurological disorders place a significant burden on the healthcare system of Pakistan where only a handful of trained neurologists are available to serve a population of 231 million people. More than 60% of Pakistan's population resides in rural areas where healthcare is provided via basic health units (BHU) and rural health centres (RHC) which are run by junior doctors or nursing staff. These facilities do not have the manpower or resources to provide any neurological care. The aim of project NeuReader is to develop a system that helps improve the provision of neurological care to patients in Pakistan. Neurological health will be monitored using electroencephalograms (EEG) which measure the brain's electrical activity via electrodes placed on the scalp. NeuReader will leverage Artificial Intelligence and Natural Language Processing to read EEG data, diagnose neurological disorders, and provide a report explaining the problem. Simple diagnostic decisions with no explanation are not very helpful as junior medical staff administering the tests at BHUs or RHCs would also need help to increase patient awareness about their health condition. A better understanding of the diagnosis will also allow patients and their families make informed decisions about travelling to hospitals in urban areas to seek further assistance since that entails substantial travel and lodging expenses. The explainability features of NeuReader will also help neurologists (connected remotely to the system) prioritise patients based on the gravity of their conditions. Building such a system requires overcoming several technical challenges. The performance of AI systems is highly dependent on the amount and quality of data available for training them. Two types of data will be used for training: (1) EEG recordings with doctor's reports summarising them in words (2) Locations of abnormalities spotted within an EEG recording. Doctor reports will be written by neurologists during data collection. Labelling of locations of abnormalities within EEG recordings is time consuming and laborious. An EEG recording may consist of several minutes/ hours of data with abnormalities lasting only a few seconds and spread out across different locations within the recording. To avoid investing hundreds of hours labelling EEG records, eye tracking will be used to record locations of neurologist gaze patterns on a computer screen as they examine EEG data in their routine practice. These eye gaze patterns will then be used to promptly generate labels of events saving hours of highly valuable neurologist time. The recorded labels will be used to train AI algorithms that can automatically spot events of interest which can then be used to generate a text report that can be used by junior doctors and nursing staff at BHUs or RHCs to assist patients suspected of suffering from neurological disorders. A significant time will be dedicated to field studies designed to assess the needs of patients and doctors who will be the end users of this systems. The learn outcomes of these field studies will be incorporated into the final design to maximise on ground impact.

Objectives: The main objectives of the proposal are listed below:
O1) Investigate how an novel labelling techniques and explainability can exploited in the context teleneurology in Pakistan.
O2) Assess the needs of neurological patients and healthcare providers in Pakistan and its rural areas.
O3) Contribute to cutting edge research in the domains of XAI, neuroscience, and smart labelling.
O4) Incorporate the needs of users into current and future research.
O5) Contribute to global neuroscience and AI research by sharing open-access datasets, scientific tools, and research findings
O6) Lay the foundations for a teleneurology solution that can be converted into a commercially viable business.","DEPARTMENT FOR SCIENCE, INNOVATION AND TECHNOLOGY",GB-GOV-26,10,Implementation,2,2024-05-01,2026-04-30,168356.44,GBP,PK,100.0,,,12182,"DEPARTMENT FOR SCIENCE, INNOVATION AND TECHNOLOGY; ENGINEERING & PHYSICAL SCIENCES RESEARCH COUNCIL; ENGINEERING & PHYSICAL SCIENCES RESEARCH COUNCIL; ASTON UNIVERSITY",GB-GOV-26; GB-COH-RC000708; GB-COH-RC000708; GB-COH-RC000904,1; 2; 3; 4,,enquiries@odamanagement.org,,"DEPARTMENT FOR SCIENCE, INNOVATION AND TECHNOLOGY","Department for Science, Innovation and Technology, 22-26 Whitehall, London, SW1A 2EG",,,1; 5; 6; 7; 8; 10; 11; 12,1,10,110,D02,5,4,1,en,https://devtracker.fcdo.gov.uk/projects/GB-GOV-26-OODA-EPSRC-CAV8A74-D8KAD5F-QQUFZSX/summary
GB-1-201407,Pakistan Growth Policy Programme,"More productive, competitive and accessible domestic markets which are more effectively and efficiently governed and regulated by the Government.More productive, competitive and accessible domestic markets which are more effectively and efficiently governed and regulated by the Government.More productive, competitive and accessible domestic markets which are more effectively and efficiently governed and regulated by the Government.More productive, competitive and accessible domestic markets which are more effectively and efficiently governed and regulated by the Government.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2011-03-16,2012-10-11,0.0,GBP,PK,100.0,,Public sector policy and administrative management; Research/scientific institutions,15110; 43082,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); KPMG LLP",GB-GOV-1; GB-GOV-1; GB-COH-OC301540,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",http://iati.fcdo.gov.uk/iati_documents/5647596.odt,A01; A02; A03; A04; A05,1; 5; 6; 7; 8,,,,,5,4,1,en,https://devtracker.fcdo.gov.uk/projects/GB-1-201407/summary
GB-1-203039,Supporting Electoral Reform in Pakistan,"Stable, inclusive and tolerant democracy in Pakistan

Objectives: Gender Equality: principal objective","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2012-03-14,2014-12-31,0.0,GBP,PK,100.0,,Elections; Research/scientific institutions; Multisector aid,15151; 43082; 43010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); International Foundation for Electoral Systems",GB-GOV-1; GB-GOV-1; 21000,1; 2; 4,Pakistan,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",http://iati.fcdo.gov.uk/iati_documents/4920696.odt; http://iati.fcdo.gov.uk/iati_documents/4741509.odt; http://iati.fcdo.gov.uk/iati_documents/4783969.odt; http://iati.fcdo.gov.uk/iati_documents/4750255.pdf; http://iati.fcdo.gov.uk/iati_documents/4738626.odt; http://iati.fcdo.gov.uk/iati_documents/3393568.odt; http://iati.fcdo.gov.uk/iati_documents/3717012.odt; http://iati.fcdo.gov.uk/iati_documents/4019620.odt; https://data.gov.uk/data/contracts-finder-archive/contract/1072267/,A01; A07; A08; A01; A07; A08; A07; A08; A01; A07; A08; A07; A08; A02; A08; A01; A02; A03; A04; A05; A07; A08; A11,1; 5; 6; 7; 8,,,,,5,4,1,en,https://devtracker.fcdo.gov.uk/projects/GB-1-203039/summary
GB-1-204603-104,"Consortium for Natural Disaster Preparedness, Response and Recovery in Pakistan","This activity Consortium for Natural Disaster Preparedness, Response and Recovery in Pakistan is a component of Multi-Year Humanitarian Programme in Pakistan reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £18,749,686. It works in the following sector(s): Material relief assistance and services, Disaster prevention and preparedness, Relief co-ordination and support services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2014-03-12,2024-09-30,18749686.0,GBP,PK,100.0,,Material relief assistance and services; Disaster prevention and preparedness; Relief co-ordination and support services,72010; 74010; 72050,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); International Organization for Migration (IOM); World Health Organization (WHO)",GB-GOV-1; GB-GOV-1; XM-DAC-47066; XM-DAC-928,1; 2; 4; 4,"shangla, KPK, Pakistan; Bannu, KPK, Pakistan; Peshawar, KPK, Pakistan; Leiah; Badin; Bajaur, Pakistan; Thatta, Sindh Pakistan; Mohmand, Pakistan; Kashmor; Chitral; Dera Ismail Khan; Kohat",enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-204603-104/summary
